,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Preparatory
6627,"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,38670,42865,False
6628,"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),44807,52960,False
6629,"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7006,7298,False
6630,"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12179,13460,False
6631,"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17980,18987,False
6632,"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5080,7384,False
6633,"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9350,9350,False
6634,"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2342,2342,False
6635,"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Gender-Neutral,56312,58204,False
6636,"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Female-only (including Supernumerary),62366,62366,False
6637,"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,23162,25880,False
6638,"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,10652,10652,False
6639,"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,47347,47672,False
6640,"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female-only (including Supernumerary),54578,54578,False
6641,"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,13997,15296,False
6642,"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,7202,7202,False
6643,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,23595,28064,False
6644,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),30008,37805,False
6645,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5667,7087,False
6646,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10793,13008,False
6647,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),14474,17350,False
6648,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3562,6091,False
6649,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9023,9023,False
6650,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1974,2200,False
6651,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,18100,21037,False
6652,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),25460,28087,False
6653,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1042,1042,False
6654,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3283,3802,False
6655,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7442,7979,False
6656,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),7553,11983,False
6657,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3446,4000,False
6658,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4408,4408,False
6659,"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,985,1469,False
6660,"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Gender-Neutral,29533,40601,False
6661,"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,14018,14018,False
6662,"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),17320,17320,False
6663,"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,6955,6955,False
6664,"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,25413,26057,False
6665,"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female-only (including Supernumerary),26005,26005,False
6666,"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Gender-Neutral,5255,5255,False
6667,"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,8329,8329,False
6668,"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,4527,4527,False
6669,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,58797,68190,False
6670,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",HS,OPEN,Female-only (including Supernumerary),75882,75882,False
6671,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,12512,12512,False
6672,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",HS,OBC-NCL,Gender-Neutral,29917,31700,False
6673,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",HS,OBC-NCL,Female-only (including Supernumerary),44474,44474,False
6674,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,11888,17252,False
6675,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,1547,1547,False
6676,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",OS,OPEN,Gender-Neutral,41008,49151,False
6677,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",OS,OPEN,Female-only (including Supernumerary),48444,48444,False
6678,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,7986,7986,False
6679,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,15216,16484,False
6680,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",OS,OBC-NCL,Female-only (including Supernumerary),18122,18122,False
6681,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,8400,9681,False
6682,"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,3376,3376,False
6683,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,18505,34933,False
6684,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),39329,48799,False
6685,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1428,1428,False
6686,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6488,8034,False
6687,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),10452,10452,False
6688,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,11763,14007,False
6689,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),20371,22966,False
6690,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,898,898,False
6691,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3353,5394,False
6692,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),7677,7677,False
6693,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,445,1746,False
6694,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3517,3517,False
6695,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,23078,29370,False
6696,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),36136,38497,False
6697,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,799,799,False
6698,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4635,4776,False
6699,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6703,6703,False
6700,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8029,8762,False
6701,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13217,14575,False
6702,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,609,609,False
6703,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2423,4519,False
6704,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5577,5577,False
6705,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,810,997,False
6706,"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1581,1581,False
6707,"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1975,8282,False
6708,"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),4494,11082,False
6709,"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,62,62,False
6710,"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),385,385,False
